;papel;tipo;empresa;setor;cotacao;dt_ult_cotacao;min_52_sem;max_52_sem;vol_med;valor_mercado;valor_firma;ult_balanco_pro;nr_acoes;os_dia;pl;lpa;pvp;vpa;p_ebit;marg_bruta;psr;marg_ebit;p_ativo;marg_liquida;p_cap_giro;ebit_ativo;p_ativo_circ_liq;roic;div_yield;roe;ev_ebitda;liquidez_corr;ev_ebit;cres_rec;ativo;disponibilidades;ativo_circulante;divd_bruta;divd_liquida;patr_liquido;lucro_liquido_12m;lucro_liquido_3m
218;GOAU3;ON N1;METALÚRGICA GERDAU ON N1;Siderurgia e Metalurgia;10,33;03/02/2022;7,74;12,87;823.309;11.231.200.000;18.359.300.000;30/09/2021;1087240000;-1.62;2.74;3.76;0.75;13.81;0.69;26.0;0.16;23.2;0.15;17.7;0.47;21.2;3.80;27.3;22.5;27.3;0.98;2.80;1.13;13.1;77.003.200.000;9.993.010.000;37.087.900.000;17.121.100.000;7.128.050.000;15.012.200.000;4.093.110.000;1.810.360.000
219;GOAU4;PN N1;METALÚRGICA GERDAU PN N1;Siderurgia e Metalurgia;11,82;03/02/2022;8,71;13,70;82.392.500;12.851.200.000;19.979.300.000;30/09/2021;1087240000;-0.51;3.14;3.76;0.86;13.81;0.79;26.0;0.18;23.2;0.17;17.7;0.54;21.2;4.35;27.3;19.6;27.3;1.06;2.80;1.22;13.1;77.003.200.000;9.993.010.000;37.087.900.000;17.121.100.000;7.128.050.000;15.012.200.000;4.093.110.000;1.810.360.000
220;GOLL4;PN;GOL LINHAS AEREAS INTELIGENTES SA PN;Transporte;17,69;03/02/2022;14,80;27,59;88.492.000;7.008.440.000;17.673.800.000;30/09/2021;396181000;-1.01;-1.59;-11.09;-0.38;-46.14;-3.11;1.1;1.09;-35.2;0.54;-67.4;-0.83;-17.4;-0.25;-22.4;0.0;24.0;-19.68;0.25;-7.85;-11.7;12.955.100.000;1.133.300.000;2.768.220.000;11.798.700.000;10.665.400.000;-18.279.600.000;-4.395.390.000;-2.526.730.000
221;GPIV33;DR3;GP INVESTMENTS, LTD DR3;Serviços Financeiros Diversos;5,07;03/02/2022;3,51;7,55;344.218;556.411.000;-469.730.000;30/09/2021;109746000;-0.78;0.75;6.74;0.28;17.91;0.47;100.0;0.44;93.7;0.14;86.7;0.52;28.8;1.17;40.1;0.0;37.6;-0.40;6.79;-0.40;55.2;4.118.070.000;1.135.460.000;1.243.400.000;109.321.000;-1.026.140.000;1.965.900.000;739.297.000;330.934.000
222;GRND3;ON;GRENDENE SA ON;Tecidos, Vestuário e Calçados;8,59;03/02/2022;6,38;12,16;13.486.300;7.749.550.000;6.263.750.000;30/09/2021;902160000;-4.98;11.41;0.75;1.90;4.52;16.86;45.0;3.24;19.2;1.74;28.4;2.70;10.3;2.78;16.4;10.1;16.6;11.43;11.45;13.63;-0.9;4.441.880.000;1.578.070.000;3.149.850.000;92.268.000;-1.485.800.000;4.080.980.000;679.395.000;208.056.000
223;GSHP3;ON NM;Generalshopp ON NM;Exploração de Imóveis;29,82;03/02/2022;29,81;53,95;14.963;57.515.900;1.614.360.000;30/09/2021;1928770;0.03;-0.91;-32.95;-0.09;-336.57;1.43;71.3;0.48;33.3;0.03;-52.8;1.06;2.3;-0.03;2.8;0.0;9.8;37.57;1.16;40.23;-21.0;1.756.820.000;311.429.000;387.199.000;1.868.280.000;1.556.850.000;-649.166.000;-63.549.000;-151.657.000
224;GUAR3;ON;GUARARAPES CONFECÇÕES ON;Comércio;12,98;03/02/2022;8,49;22,07;13.898.700;6.479.620.000;8.151.000.000;30/09/2021;499200000;1.49;12.54;1.03;1.26;10.34;23.57;51.0;0.93;4.0;0.48;7.4;2.36;2.0;-18.35;2.5;3.4;10.0;10.00;1.52;29.65;1.2;13.557.600.000;1.829.180.000;8.043.180.000;3.500.570.000;1.671.390.000;5.161.370.000;516.544.000;207.317.000
225;HAGA3;ON;HAGA ON;Construção e Engenharia;8,71;03/02/2022;2,85;9,00;526.388;103.649.000;100.786.000;30/09/2021;11900000;-1.91;10.33;0.84;-1.56;-5.57;22.58;31.2;2.30;10.2;1.64;22.3;4.58;7.3;-1.35;17.8;0.0;-15.1;16.13;1.76;21.95;14.0;63.236.000;35.638.600;52.520.900;32.776.100;-2.862.580;-66.331.300;10.037.000;1.246.230
226;HAGA4;ON;HAGA ON;Construção e Engenharia;2,15;03/02/2022;1,78;3,85;215.399;25.585.000;22.722.400;30/09/2021;11900000;10.82;2.55;0.84;-0.39;-5.57;5.57;31.2;0.57;10.2;0.40;22.3;1.13;7.3;-0.33;17.8;0.0;-15.1;3.64;1.76;4.95;14.0;63.236.000;35.638.600;52.520.900;32.776.100;-2.862.580;-66.331.300;10.037.000;1.246.230
227;HAPV3;ON NM;HAPVIDA ON NM;Serv.Méd.Hospit. Análises e Diagnósticos;12,61;03/02/2022;9,36;18,04;286.296.000;49.072.700.000;48.600.300.000;30/09/2021;3891570000;0.96;126.03;0.10;4.62;2.73;93.92;31.1;5.13;5.5;2.82;4.1;110.67;3.0;-15.96;3.6;0.3;3.7;33.68;1.14;93.01;37.4;17.404.300.000;2.534.500.000;3.710.510.000;2.062.080.000;-472.415.000;10.615.600.000;389.385.000;43.191.000
228;HBOR3;ON;Helbor ON;Construção Civil;4,35;03/02/2022;3,82;10,67;4.571.770;582.252.000;1.467.270.000;30/09/2021;133851000;0.93;5.49;0.79;0.43;10.00;8.17;26.1;0.58;7.1;0.14;16.9;0.32;1.7;1.23;1.9;1.1;7.9;16.62;2.76;20.59;25.3;4.252.480.000;361.708.000;2.885.980.000;1.246.720.000;885.014.000;1.338.550.000;106.045.000;22.012.000
229;HBRE3;ON NM;HBR REALTY ON NM;Exploração de Imóveis;7,85;03/02/2022;6,53;18,75;581.352;810.034.000;1.266.990.000;30/09/2021;103189000;-1.75;-14.61;-0.54;0.46;17.13;11.71;83.5;10.15;86.7;0.24;-78.3;2.60;2.0;-1.05;2.4;0.0;-3.1;18.15;2.12;18.31;0;3.420.890.000;553.349.000;588.855.000;1.010.310.000;456.958.000;1.767.560.000;-55.443.000;-5.018.000
230;HBSA3;ON NM;HIDROVIAS ON NM;Transporte;2,79;03/02/2022;2,62;6,91;10.165.200;2.121.470.000;6.163.760.000;30/09/2021;760383000;-0.71;-18.45;-0.15;1.49;1.88;10.81;35.0;1.64;15.2;0.34;-8.9;4.47;3.2;-0.57;3.5;0.0;-8.1;12.25;1.92;31.41;36.3;6.174.540.000;384.439.000;992.476.000;4.426.730.000;4.042.290.000;1.427.680.000;-114.998.000;-66.893.000
231;HBTS5;PNA;CIA HABITASUL PNA;Exploração de Imóveis;44,00;03/02/2022;22,85;81,65;3.461;401.882.000;458.859.000;30/09/2021;9133690;0.00;1.75;25.15;0.77;57.25;2.51;63.5;1.48;58.9;0.30;84.6;-4.52;11.9;-0.58;12.2;0.4;43.9;2.85;0.59;2.87;51.9;1.345.180.000;23.762.000;126.063.000;80.739.000;56.977.000;522.913.000;229.710.000;140.896.000
232;HETA4;PN;HERCULES S/A PN;Utilidades Domésticas;8,44;03/02/2022;7,51;17,44;73.470;4.304.400;328.886.000;30/09/2021;510000;2.30;-0.02;-342.66;-0.01;-1092.94;6.55;100.0;1.85;28.3;0.37;-7526.2;-0.06;5.7;-0.01;5.7;0.0;31.4;500.59;0.01;500.59;-5.5;11.547.000;0;524.000;324.582.000;324.582.000;-557.401.000;-174.758.000;-496.000
233;HOOT4;PN;HOTEIS OTHON S.A. PN;Hoteis e Restaurantes;2,75;03/02/2022;2,55;5,50;17.851;50.523.000;47.748.000;30/09/2021;18372000;-0.36;-1.09;-2.53;-0.11;-25.39;-1.72;60.3;1.52;-88.5;0.11;-139.9;-0.08;-6.2;-0.05;-6.4;0.0;10.0;-2.59;0.04;-1.63;-28.4;474.110.000;3.995.000;25.469.000;1.220.000;-2.775.000;-466.395.000;-46.426.000;1.367.000
234;HYPE3;ON;HYPERA ON;Comércio e Distribuição;31,19;03/02/2022;26,56;36,36;84.365.000;19.756.400.000;24.029.100.000;30/09/2021;633421000;0.87;15.28;2.04;2.04;15.28;12.26;64.0;3.63;29.6;0.99;23.7;5.80;8.0;-5.60;9.7;4.0;13.4;13.81;1.99;14.91;9.3;20.052.500.000;3.142.480.000;6.842.340.000;7.415.130.000;4.272.660.000;9.680.530.000;1.292.670.000;201.704.000
235;IFCM3;ON NM;INFRACOMM ON NM;Programas e Serviços;15,04;03/02/2022;13,05;23,78;20.565.800;4.188.540.000;3.674.310.000;30/09/2021;278493000;-6.29;0.00;0.00;4.55;3.31;0;0;0;0;2.79;0;8.83;0.0;13.13;0;0.0;0;0;2.11;0;0;1.503.450.000;611.017.000;901.026.000;96.792.000;-514.225.000;921.548.000;0;-3.808.000
236;IGBR3;ON;GRADIENTE ON;Exploração de Imóveis;39,70;03/02/2022;14,50;182,99;750.929;49.625.000;569.077.000;30/06/2021;1250000;-8.12;-0.54;-73.56;-0.05;-820.80;-0.53;99.7;9.95;-1890.2;0.38;-1844.2;-0.12;-72.9;-0.04;-80.0;0.0;9.0;-6.18;0.03;-6.04;-4.2;129.342.000;5.256.000;11.436.000;524.708.000;519.452.000;-1.026.000.000;-91.953.000;-9.235.000
237;INEP3;ON;INEPAR S/A ON;Máquinas e Equipamentos;1,58;03/02/2022;1,29;3,79;1.413.910;275.100.000;1.128.750.000;30/09/2021;174114000;-1.25;-0.77;-2.04;-0.11;-14.71;-1.01;-11.1;32.73;-3251.5;0.19;-4853.0;-0.12;-18.4;-0.07;-19.3;0.0;13.9;-4.39;0.05;-4.13;-36.4;1.486.230.000;488.000;123.098.000;854.140.000;853.652.000;-2.561.840.000;-355.000.000;2.586.000
238;INEP4;PN;INEPAR S/A PN;Máquinas e Equipamentos;1,52;03/02/2022;1,23;3,88;1.303.040;264.653.000;1.118.310.000;30/09/2021;174114000;0.66;-0.75;-2.04;-0.10;-14.71;-0.97;-11.1;31.49;-3251.5;0.18;-4853.0;-0.12;-18.4;-0.07;-19.3;0.0;13.9;-4.35;0.05;-4.09;-36.4;1.486.230.000;488.000;123.098.000;854.140.000;853.652.000;-2.561.840.000;-355.000.000;2.586.000
239;INTB3;ON NM;INTELBRAS ON NM;Computadores e Equipamentos;30,10;03/02/2022;16,91;33,12;29.059.400;9.861.090.000;9.314.720.000;30/09/2021;327611000;0.97;20.95;1.44;5.37;5.60;35.69;28.7;3.46;9.7;3.13;16.5;6.14;8.8;7.77;17.4;0.5;25.7;29.94;2.68;33.71;0;3.148.290.000;952.075.000;2.563.610.000;405.699.000;-546.376.000;1.834.640.000;470.766.000;89.229.000
240;IRBR3;ON NM;IRBBRASIL RE ON NM;Previdência e Seguros;2,95;03/02/2022;2,95;7,12;50.483.400;3.740.280.000;-;30/09/2021;1267890000;-2.32;-4.01;-0.74;0.93;3.17;-2.47;0.2;0.46;-18.5;0.16;-11.4;0;-6.3;0;0;0.0;-23.2;0;0;0;0.1;23.892.000.000;0;0;0;0;4.025.520.000;-932.052.000;-155.701.000
241;ITSA3;ON N1;ITAÚSA ON N1;Intermediários Financeiros;10,11;03/02/2022;9,08;11,69;1.569.460;89.285.000.000;93.542.000.000;30/09/2021;8831360000;0.20;7.60;1.33;1.43;7.09;66.48;34.5;11.43;17.2;1.10;162.0;31.48;1.7;-12.79;1.8;4.8;18.8;45.34;1.59;69.65;10.1;81.007.000.000;0;0;0;0;4.257.000.000;1.343.000.000;384.000.000
242;ITSA4;PN N1;ITAÚSA PN N1;Intermediários Financeiros;10,07;03/02/2022;8,79;11,10;241.886.000;88.931.800.000;93.188.800.000;30/09/2021;8831360000;0.30;7.57;1.33;1.42;7.09;66.22;34.5;11.38;17.2;1.10;162.0;31.36;1.7;-12.74;1.8;4.8;18.8;45.17;1.59;69.39;10.1;81.007.000.000;0;0;0;0;4.257.000.000;1.343.000.000;384.000.000
243;ITUB3;ON N1;ITAUUNIBANCO ON N1;Intermediários Financeiros;22,21;03/02/2022;18,00;23,43;20.391.200;217.750.000.000;-;30/09/2021;9804140000;0.82;8.33;2.67;1.59;13.95;0;0;0;0;0;0.0;0;0.0;0;0;3.9;19.1;0;0;0;-35.6;216.468.000.000;0;0;0;0;136.812.000.000;26.152.000.000;5.723.000.000
244;ITUB4;PN N1;ITAUUNIBANCO PN N1;Intermediários Financeiros;25,38;03/02/2022;19,98;26,99;768.398.000;248.829.000.000;-;30/09/2021;9804140000;1.16;9.51;2.67;1.82;13.95;0;0;0;0;0;0.0;0;0.0;0;0;3.4;19.1;0;0;0;-35.6;216.468.000.000;0;0;0;0;136.812.000.000;26.152.000.000;5.723.000.000
245;JALL3;ON NM;JALLESMACHAD ON NM;Alimentos Processados;9,55;03/02/2022;7,20;10,51;6.754.580;2.814.360.000;3.483.120.000;30/09/2021;294697000;-2.35;12.39;0.77;2.33;4.09;4.49;62.3;2.17;48.3;0.79;17.5;2.45;17.6;-5.80;25.5;3.1;18.8;3.40;2.59;5.55;0;3.560.260.000;1.033.190.000;1.868.240.000;1.701.950.000;668.760.000;1.206.520.000;227.213.000;-10.237.000
246;JBSS3;ON NM;JBS ON NM;Alimentos Processados;33,87;03/02/2022;22,91;38,19;337.629.000;80.402.900.000;140.284.000.000;30/09/2021;2373870000;-2.67;4.46;7.60;1.73;19.61;3.00;17.7;0.24;8.1;0.41;5.5;2.92;13.7;-1.21;18.6;9.4;38.7;3.95;1.53;5.23;19.4;196.027.000.000;24.479.000.000;79.367.900.000;84.360.300.000;59.881.200.000;46.554.500.000;18.032.900.000;7.585.570.000
247;JHSF3;ON NM;JHSF Part ON NM;Construção Civil;6,23;03/02/2022;4,58;7,70;27.292.400;4.275.180.000;5.367.020.000;30/09/2021;686224000;1.14;4.65;1.34;0.96;6.47;3.81;70.9;2.23;58.5;0.53;47.7;2.87;14.0;-3.45;15.9;6.3;20.7;4.58;2.87;4.78;52.1;8.041.160.000;839.012.000;2.289.230.000;1.930.850.000;1.091.840.000;4.443.130.000;919.470.000;213.974.000
248;JOPA3;ON;JOSAPAR S/A ON;Alimentos Processados;27,00;24/01/2022;27,00;38,98;3.557;285.714.000;718.478.000;30/09/2021;10582000;0.00;17.30;1.56;0.52;51.76;4.86;19.4;0.15;3.1;0.13;1.3;0.35;2.7;3.67;4.1;3.2;3.0;9.49;2.12;12.23;15.1;2.190.310.000;634.803.000;1.539.550.000;1.067.570.000;432.764.000;547.682.000;16.512.000;13.436.000
249;JOPA4;PN;JOSAPAR S/A PN;Alimentos Processados;35,00;10/01/2022;34,11;73,93;542;370.370.000;803.134.000;30/09/2021;10582000;0.00;22.43;1.56;0.68;51.76;6.30;19.4;0.20;3.1;0.17;1.3;0.46;2.7;4.76;4.1;2.7;3.0;10.61;2.12;13.67;15.1;2.190.310.000;634.803.000;1.539.550.000;1.067.570.000;432.764.000;547.682.000;16.512.000;13.436.000
250;JSLG3;ON NM;JULIO SIMOES ON NM;Transporte;7,02;03/02/2022;6,43;12,38;2.810.300;2.010.750.000;4.671.700.000;30/09/2021;286431000;-2.50;8.14;0.86;1.49;4.70;21.69;-47.6;3.96;18.3;0.32;49.0;2.17;1.5;-0.69;1.7;3.4;18.4;14.63;1.88;50.39;-41.1;6.227.530.000;461.654.000;1.979.260.000;3.122.610.000;2.660.960.000;1.345.200.000;247.016.000;83.080.000
251;KEPL3;ON;KEPLER WEBER SA ON;Máquinas e Equipamentos;42,19;03/02/2022;29,43;45,94;9.333.130;1.280.510.000;903.874.000;30/09/2021;30351000;2.30;14.09;3.00;1.86;22.64;10.26;22.8;1.21;11.8;0.96;8.6;3.54;9.4;4.33;16.2;25.2;13.2;5.92;1.62;7.24;14.7;1.333.580.000;438.852.000;942.380.000;62.217.000;-376.635.000;687.143.000;90.909.000;41.133.000
252;KLBN11;UNT N2;KLABIN UNT N2;Madeira e Papel;24,80;03/02/2022;22,02;30,70;125.185.000;27.864.700.000;47.814.400.000;30/09/2021;5617890000;1.27;8.41;2.95;5.16;4.80;6.37;42.3;1.83;28.8;0.68;23.4;3.22;10.7;-1.37;14.9;1.5;61.4;6.88;2.60;10.93;15.2;40.836.100.000;8.953.220.000;14.075.300.000;28.902.900.000;19.949.700.000;5.398.000.000;3.313.760.000;963.797.000
253;KLBN3;ON N2;KLABIN ON N2;Madeira e Papel;5,79;03/02/2022;5,38;6,56;574.101;32.527.600.000;52.477.300.000;30/09/2021;5617890000;1.05;9.82;0.59;6.03;0.96;7.43;42.3;2.14;28.8;0.80;23.4;3.76;10.7;-1.60;14.9;1.3;61.4;7.55;2.60;11.99;15.2;40.836.100.000;8.953.220.000;14.075.300.000;28.902.900.000;19.949.700.000;5.398.000.000;3.313.760.000;963.797.000
254;KLBN4;PN N2;KLABIN PN N2;Madeira e Papel;4,80;03/02/2022;4,13;6,05;2.525.500;26.965.900.000;46.915.500.000;30/09/2021;5617890000;1.69;8.14;0.59;5.00;0.96;6.16;42.3;1.77;28.8;0.66;23.4;3.11;10.7;-1.33;14.9;1.5;61.4;6.75;2.60;10.72;15.2;40.836.100.000;8.953.220.000;14.075.300.000;28.902.900.000;19.949.700.000;5.398.000.000;3.313.760.000;963.797.000
255;KRSA3;ON NM;KORA SAUDE ON NM;Serv.Méd.Hospit. Análises e Diagnósticos;4,02;03/02/2022;4,02;8,15;847.891;3.084.040.000;4.022.540.000;30/09/2021;767174000;-0.74;0.00;0.00;2.50;1.61;0;0;0;0;0.82;0;5.55;0.0;-2.25;0;0.0;0;0;1.92;0;0;3.778.600.000;652.741.000;1.156.180.000;1.591.250.000;938.507.000;1.234.890.000;0;-16.299.000
256;LAME3;ON;LOJAS AMERICANAS S.A. ON;Comércio;6,62;21/01/2022;4,37;10,68;16.385.600;12.465.500.000;19.075.600.000;30/09/2021;1883010000;0.00;21.22;0.31;1.91;3.46;7.40;32.9;0.48;6.5;0.29;2.5;1.20;3.9;-4.37;6.5;0.0;9.0;5.49;1.72;11.32;9.7;43.736.200.000;9.911.190.000;24.815.300.000;16.521.300.000;6.610.070.000;6.514.640.000;587.572.000;95.397.000
257;LAME4;PN;LOJAS AMERICANAS S.A. PN;Comércio;6,55;21/01/2022;4,64;11,99;106.794.000;12.333.700.000;18.943.800.000;30/09/2021;1883010000;0.00;20.99;0.31;1.89;3.46;7.32;32.9;0.48;6.5;0.28;2.5;1.19;3.9;-4.32;6.5;0.0;9.0;5.46;1.72;11.24;9.7;43.736.200.000;9.911.190.000;24.815.300.000;16.521.300.000;6.610.070.000;6.514.640.000;587.572.000;95.397.000
258;LAVV3;ON NM;LAVVI ON NM;Construção Civil;5,79;03/02/2022;4,56;8,08;4.481.210;1.205.430.000;607.399.000;30/09/2021;208191000;1.05;5.83;0.99;0.88;6.55;5.81;41.6;1.78;30.6;0.62;34.8;1.17;10.7;1.45;16.2;12.1;15.2;2.92;4.42;2.93;0;1.943.040.000;651.600.000;1.330.310.000;53.573.000;-598.027.000;1.362.660.000;206.657.000;45.634.000
259;LCAM3;ON NM;LOCAMERICA ON NM;Diversos;25,43;03/02/2022;19,65;29,44;72.726.700;12.937.000.000;19.199.000.000;30/09/2021;508729000;-1.62;14.01;1.82;2.71;9.38;7.75;36.6;1.97;25.4;0.85;14.1;27.19;11.0;-1.75;13.8;1.6;19.3;8.79;1.19;11.49;59.1;15.189.700.000;1.791.230.000;3.033.760.000;8.053.280.000;6.262.050.000;4.772.960.000;923.445.000;267.286.000
260;LEVE3;ON;MAHLE METAL LEVE ON;Automóveis e Motocicletas;31,15;03/02/2022;16,59;42,61;11.334.700;3.996.830.000;3.941.430.000;30/09/2021;128309000;-3.86;7.44;4.18;2.32;13.40;5.92;29.1;1.16;19.6;1.37;15.6;4.87;23.1;9.65;29.2;3.0;31.2;5.08;2.03;5.84;7.8;2.918.550.000;294.891.000;1.616.630.000;239.496.000;-55.395.000;1.719.860.000;536.946.000;139.830.000
261;LIGT3;ON;LIGHT SA ON;Energia Elétrica;11,13;03/02/2022;9,68;21,07;26.722.900;4.146.540.000;11.338.900.000;30/09/2021;372555000;-1.50;5.46;2.04;0.47;23.49;2.22;21.0;0.27;12.4;0.15;5.0;0.95;6.9;-0.42;8.5;4.0;8.7;4.51;2.05;6.06;7.6;27.145.000.000;3.497.250.000;8.560.120.000;10.689.700.000;7.192.400.000;8.749.760.000;759.360.000;363.991.000
262;LIPR3;ON;LIGHTPAR ON;Energia Elétrica;64,41;03/02/2022;55,00;73,82;18.324;757.784.000;676.729.000;30/09/2021;11765000;-3.87;29.61;2.18;3.67;17.56;-128.66;0;0;0;3.17;0.0;12.37;-2.5;14.24;-3.7;3.1;12.4;-114.97;3.51;-114.90;0;239.090.000;81.055.000;85.702.000;0;-81.055.000;206.596.000;25.595.000;2.310.000
263;LJQQ3;ON NM;QUERO-QUERO ON NM;Comércio;10,13;03/02/2022;8,22;24,64;27.031.300;1.897.250.000;1.748.270.000;30/09/2021;187290000;-0.59;24.32;0.42;3.57;2.84;9.71;40.2;0.96;9.9;0.73;4.0;2.46;7.5;-6.44;11.0;1.4;14.7;6.42;1.76;8.94;0;2.610.740.000;448.577.000;1.785.060.000;299.603.000;-148.974.000;530.972.000;78.001.000;15.551.000
264;LLIS3;ON;LE LIS BLANC DEUX ON;Comércio;1,70;03/02/2022;1,18;5,05;733.071;117.047.000;1.752.330.000;30/09/2021;68851000;0.00;-0.06;-26.89;0.88;1.94;-0.62;50.4;0.15;-23.7;0.06;-61.9;1.73;-8.9;-0.08;-9.7;0.0;-1386.1;-56.18;1.16;-9.33;-14.8;2.120.020.000;58.862.000;496.675.000;1.694.150.000;1.635.280.000;133.566.000;-1.851.350.000;-49.136.000
265;LOGG3;ON NM;LOG COM PROP ON NM;Exploração de Imóveis;28,29;03/02/2022;22,01;33,85;19.385.100;2.890.080.000;3.867.860.000;30/09/2021;102159000;1.33;9.13;3.10;0.87;32.44;26.49;98.6;19.65;74.2;0.56;225.8;5.11;2.1;-3.68;2.3;1.2;9.5;35.20;2.20;35.46;11.8;5.163.120.000;364.186.000;1.036.160.000;1.341.970.000;977.786.000;3.314.120.000;316.378.000;94.658.000
266;LOGN3;ON NM;Log-In ON NM;Transporte;22,68;03/02/2022;13,82;24,20;16.983.600;2.400.480.000;3.204.950.000;30/09/2021;105841000;0.62;11.44;1.98;5.48;4.14;12.58;21.5;1.80;14.3;1.07;15.8;4.64;8.5;-2.80;12.0;0.0;47.9;10.33;2.23;16.80;14.4;2.234.790.000;556.096.000;938.462.000;1.360.570.000;804.471.000;437.799.000;209.822.000;60.235.000
267;LPSB3;ON NM;LOPES BRASIL ON NM;Exploração de Imóveis;3,25;03/02/2022;1,99;4,89;3.840.320;479.553.000;350.250.000;30/09/2021;147555000;7.62;8.63;0.38;2.19;1.49;9.00;83.7;2.16;24.0;1.09;33.4;4.84;12.1;-10.93;17.8;0.0;25.3;4.92;2.25;6.57;18.2;439.000.000;129.303.000;178.404.000;0;-129.303.000;219.415.000;55.565.000;41.168.000
268;LREN3;ON;RENNER ON;Comércio;26,67;03/02/2022;21,69;43,95;303.188.000;26.370.800.000;23.949.300.000;30/09/2021;988780000;0.30;46.43;0.57;2.78;9.61;17.59;57.6;2.70;15.3;1.35;5.8;3.73;7.7;10.51;12.2;1.6;6.0;10.09;2.31;15.97;6.0;19.462.800.000;5.790.720.000;12.473.200.000;3.369.300.000;-2.421.420.000;9.497.620.000;567.998.000;171.956.000
269;LUPA3;ON NM;LUPATECH ON NM;Petróleo, Gás e Biocombustíveis;5,91;03/02/2022;2,01;11,30;11.236.100;172.081.000;294.242.000;30/09/2021;29117000;0.17;1.78;3.32;1.29;4.57;-11.39;27.3;2.11;-18.5;0.34;118.5;1.02;-2.9;-1.38;-3.1;0.0;72.6;-29.94;2.96;-19.48;-8.9;512.858.000;16.352.000;254.660.000;138.513.000;122.161.000;133.184.000;96.736.000;121.000
270;LUXM4;PN;TREVISA INVESTIMENTOS SA PN;Transporte;81,97;03/02/2022;63,07;81,99;160.681;425.916.000;416.606.000;30/09/2021;5196000;-0.02;28.15;2.91;4.16;19.69;21.39;30.3;3.47;16.2;2.67;12.3;21.88;12.5;-30.38;15.7;2.0;14.8;11.84;1.83;20.92;3.0;159.232.000;28.471.000;42.899.000;19.161.000;-9.310.000;102.314.000;15.128.000;5.983.000
271;LVTC3;ON NM;WDC NETWORKS ON NM;Programas e Serviços;14,24;03/02/2022;13,38;26,73;3.263.280;916.046.000;741.594.000;30/09/2021;64329100;-5.07;0.00;0.00;1.49;9.58;0;0;0;0;0.60;0;2.35;0.0;25.21;0;0.0;0;0;1.69;0;0;1.532.980.000;174.452.000;953.159.000;0;-174.452.000;616.160.000;0;12.099.000
272;LWSA3;ON NM;LOCAWEB ON NM;Programas e Serviços;8,74;03/02/2022;7,67;34,99;128.381.000;5.158.760.000;3.462.870.000;30/09/2021;590247000;-7.51;12224.50;0.00;1.75;5.00;163.73;45.6;7.43;4.5;1.23;0.1;3.06;0.7;4.99;1.3;0.0;0.0;31.79;3.82;109.91;53.2;4.202.080.000;1.803.640.000;2.284.690.000;107.759.000;-1.695.880.000;2.950.560.000;422.000;-3.736.000
273;MAPT4;PN;CIA MARCOPOLO PN;Outros;21,51;18/01/2022;21,50;49,99;1.774;19.767.700;19.767.700;30/09/2021;919000;0.00;-114.93;-0.19;-3.35;-6.42;-130.91;0;0;0;25.57;0.0;-4941.92;-19.5;-2.96;-19.6;0.0;2.9;-130.91;0;-130.91;0;773.000;0;0;0;0;-5.898.000;-172.000;-22.000
274;MATD3;ON NM;MATER DEI ON NM;Serv.Méd.Hospit. Análises e Diagnósticos;15,26;03/02/2022;10,85;21,55;12.080.200;5.834.350.000;4.739.150.000;30/09/2021;382330000;-1.29;0.00;0.00;3.81;4.01;0;0;0;0;2.33;0;4.08;0.0;7.88;0;0.0;0;0;6.09;0;0;2.504.340.000;1.353.460.000;1.712.880.000;258.249.000;-1.095.210.000;1.531.620.000;0;43.634.000
275;MBLY3;ON NM;MOBLY ON NM;Programas e Serviços;6,50;03/02/2022;4,23;26,40;1.697.530;692.184.000;540.759.000;30/09/2021;106490000;0.00;-7.54;-0.86;1.05;6.17;-8.75;39.0;0.97;-11.1;0.69;-12.9;1.30;-7.9;1.92;-13.7;0.0;-14.0;-13.19;4.06;-6.83;0;1.003.580.000;339.829.000;707.349.000;188.404.000;-151.425.000;657.212.000;-91.857.000;-25.685.000
276;MDIA3;ON NM;M.DIASBRANCO ON NM;Alimentos Processados;22,24;03/02/2022;22,24;33,62;27.319.500;7.539.360.000;7.506.440.000;30/09/2021;339000000;-2.20;13.39;1.66;1.09;20.34;21.78;28.9;1.03;4.7;0.71;7.7;2.35;3.3;7.67;4.3;0.9;8.2;12.01;3.20;21.68;8.5;10.588.100.000;1.881.750.000;4.677.800.000;1.848.830.000;-32.919.900;6.893.860.000;563.011.000;196.667.000
277;MDNE3;ON NM;MOURA DUBEUX ON NM;Construção Civil;6,49;03/02/2022;4,43;10,62;1.936.350;551.059.000;498.452.000;30/09/2021;84909000;2.37;7.25;0.90;0.52;12.52;6.63;32.9;0.83;12.5;0.22;11.9;1.04;3.4;-1.81;3.7;0.0;7.2;5.63;1.93;6.00;2.5;2.462.140.000;187.881.000;1.098.010.000;135.274.000;-52.607.000;1.062.900.000;76.059.000;25.661.000
278;MEAL3;ON NM;IMC S/A ON NM;Hoteis e Restaurantes;2,76;03/02/2022;2,06;4,50;4.964.600;790.381.000;962.774.000;30/09/2021;286370000;-0.72;-10.09;-0.27;0.68;4.04;-11.27;30.7;0.48;-4.3;0.27;-4.8;2.23;-2.4;-0.77;-3.1;0.0;-6.8;8.84;1.81;-13.73;-0.5;2.976.120.000;536.569.000;789.867.000;708.962.000;172.393.000;1.158.050.000;-78.310.000;-4.450.000
